Date,Value,Day,Temp_max,Temp_avg,Temp_min,Dew_max,Dew_avg,Dew_min,Hum_max,Hum_avg,Hum_min,Wind_max,Wind_avg,Wind_min,Press_max,Press_avg,Press_min,Precipitation,day_of_week,Day
22-08-2017,36.494,22,95,85,76,76,73,68,94,69.7,41,15,3.8,0,30,29.9,29.8,0,1,448
23-08-2017,31.535,23,94,84.5,77,76,73.4,70,90,70.5,47,15,5.4,0,29.9,29.8,29.7,0,2,449
24-08-2017,31.359,24,93,83,77,76,73.2,71,94,74,49,18,7.6,0,29.8,29.8,29.7,0.15,3,450
25-08-2017,28.596,25,79,77.7,76,76,73.7,71,94,87.5,82,21,14.7,8,29.8,29.7,29.7,0,4,451
26-08-2017,18.811,26,79,77.3,74,77,75.1,72,97,92.6,88,36,18.4,3,29.8,29.7,29.6,0.89,5,452
27-08-2017,20.477,27,77,75.4,74,75,73.8,72,100,95,89,24,15.3,0,29.7,29.6,29.6,13.43,6,453
28-08-2017,19.507,28,74,72.4,71,72,70,68,96,92.1,87,33,23.9,14,29.6,29.6,29.5,10.75,0,454
29-08-2017,23.116,29,75,72.6,72,71,69.7,68,97,90.4,82,28,21.9,17,29.6,29.6,29.6,5.28,1,455
30-08-2017,25.931,30,85,78.2,73,69,67.8,67,87,71.1,58,22,14.8,8,29.7,29.6,29.6,0.91,2,456
31-08-2017,27.518,31,92,81.4,73,69,66.8,63,85,63,39,13,7,0,29.8,29.8,29.7,0,3,457
01-09-2017,30.778,1,90,80.7,71,73,69.5,67,90,70.4,46,9,4.3,0,29.9,29.9,29.8,0,0,458
02-09-2017,32.324,2,91,81.2,73,75,70.2,63,96,72.3,39,8,3,0,30,29.9,29.9,0,3,459
03-09-2017,34.719,3,90,80.7,73,74,70.9,66,93,74.1,45,9,3.5,0,30,29.9,29.9,0,3,460
04-09-2017,31.005,4,90,80.9,73,74,71.5,69,94,74.5,50,10,4.4,0,29.9,29.9,29.8,0,6,461
05-09-2017,25.649,5,92,81.6,73,74,72,69,96,74.5,47,7,2.9,0,29.9,29.9,29.8,0,1,462
06-09-2017,24.27,6,84,75.3,67,74,62.3,52,93,67.7,33,26,10.1,0,30,29.9,29.8,0.06,4,463
07-09-2017,18.501,7,82,72.1,63,60,56.4,53,84,60.2,37,12,6.4,0,30,30,29.9,0,6,464
08-09-2017,19.341,8,84,72.7,61,60,57.5,56,87,61.3,40,10,6.5,3,30,30,29.9,0,2,465
09-09-2017,22.967,9,85,74.2,64,61,59.4,58,81,61.8,43,13,7,0,30,30,29.9,0,5,466
10-09-2017,18.172,10,86,75.2,65,62,60.2,59,84,61.7,41,17,8,0,30,29.9,29.9,0,0,467
11-09-2017,18.65,11,84,73.8,66,61,59,55,81,62,38,16,7.3,0,29.9,29.9,29.8,0,3,468
12-09-2017,20.646,12,88,73.8,61,62,58.3,54,93,62.5,32,14,4.7,0,29.8,29.7,29.7,0,5,469
13-09-2017,18.2,13,86,77.4,68,69,64.9,63,87,66.8,48,10,4.8,0,29.8,29.7,29.7,0,2,470
14-09-2017,24.048,14,91,79.2,68,70,68.2,65,96,71.3,42,15,7.1,0,29.8,29.8,29.7,0,3,471
15-09-2017,25.606,15,90,79.3,69,73,70.4,68,96,76.1,53,15,6.3,0,29.8,29.8,29.8,0,4,472
16-09-2017,33.782,16,91,78.5,68,76,70.8,67,100,79.8,45,10,4.1,0,29.9,29.9,29.8,0,5,473
17-09-2017,37.963,17,90,80.4,71,76,71.9,68,96,77.1,48,10,4.1,0,29.9,29.9,29.8,0,6,474
18-09-2017,25.661,18,90,79.7,73,79,75,72,97,86.2,63,16,4.9,0,29.9,29.9,29.8,0,0,475
19-09-2017,28.808,19,93,82,74,78,74.2,72,97,78.9,50,16,5.7,0,29.9,29.8,29.7,0.42,1,476
20-09-2017,28.747,20,91,83.7,78,77,75.3,73,93,76.3,55,16,7.1,0,29.8,29.8,29.8,0,2,477
21-09-2017,21.256,21,84,79.1,75,78,74.1,70,96,84.8,72,20,7.3,0,29.9,29.8,29.8,0.48,3,478
22-09-2017,28.064,22,91,78.5,72,76,72.3,70,100,83.2,53,13,4.3,0,29.9,29.8,29.8,0.02,4,479
23-09-2017,34.789,23,91,79.7,73,75,72.1,68,97,79,49,17,6,0,29.8,29.8,29.7,0,5,480
24-09-2017,34.439,24,91,79,72,75,72,69,97,81.1,48,16,6.8,0,29.8,29.8,29.7,0,6,481
25-09-2017,25.876,25,91,80,73,75,72.2,70,97,78.5,52,15,7.7,0,29.8,29.7,29.7,0.01,0,482
26-09-2017,20.829,26,89,80,72,74,71.8,69,97,77.8,52,10,5.1,0,29.8,29.8,29.7,0,1,483
27-09-2017,23.112,27,92,81.5,75,74,72.3,69,94,75.6,48,10,4,0,29.8,29.8,29.8,0,2,484
28-09-2017,23.112,28,91,80.3,75,74,73,71,94,79.8,53,16,4.8,0,29.9,29.8,29.8,0,3,485
29-09-2017,27.26,29,91,80.9,73,74,69.3,64,94,69.5,46,14,8.7,3,29.9,29.9,29.9,0.24,4,486
30-09-2017,27.954,30,88,77.3,67,64,61.3,60,81,59.6,39,10,6.3,0,30,29.9,29.9,0,5,487
01-10-2017,30.398,1,90,77.9,66,71,64.9,61,90,66.3,42,9,4.1,0,29.9,29.8,29.8,0,1,488
02-10-2017,23.484,2,89,78.8,73,75,72.3,69,97,81.8,52,18,9.3,0,29.9,29.8,29.8,0,4,489
03-10-2017,22.885,3,82,78.5,77,79,76.1,74,96,92.2,88,18,9.2,0,30.1,30,29.9,0.01,4,490
04-10-2017,29.84,4,88,79.1,72,75,70.2,67,91,75.5,51,14,9.2,0,30.1,30,30,2.12,0,491
05-10-2017,26.871,5,86,76.8,70,71,67.2,62,93,74.3,47,12,5.6,0,30,29.9,29.9,0,2,492
06-10-2017,22.755,6,87,75.7,66,68,65.4,63,96,72.9,44,9,4.2,0,29.9,29.8,29.7,0,5,493
07-10-2017,24.51,7,90,78.2,69,76,71.1,66,91,79.4,59,9,4.3,0,29.7,29.6,29.6,0,0,494
08-10-2017,44.179,8,92,82.2,72,75,71.4,67,94,71.9,44,10,2.9,0,29.6,29.6,29.5,0,3,495
09-10-2017,28.158,9,94,82.5,72,77,73,71,100,75.2,49,10,4.5,0,29.8,29.7,29.6,0,6,496
10-10-2017,16.467,10,79,75.3,68,74,65.7,54,97,74.1,52,17,9,0,30,29.9,29.8,0,1,497
11-10-2017,16.865,11,83,71,62,58,55.5,54,75,59.3,39,13,7.4,0,30.1,30,29.9,0,4,498
12-10-2017,21.825,12,88,76.3,65,73,66.1,59,93,72,53,7,3.5,0,30,29.9,29.9,0,6,499
13-10-2017,28.734,13,90,79.8,71,75,72,70,100,79.6,52,9,3.9,0,30,29.9,29.9,0,4,500
14-10-2017,33.688,14,90,78.2,71,77,72.8,67,100,85.9,54,14,4.4,0,30,29.9,29.9,0,5,501
15-10-2017,31.763,15,92,77.3,70,74,68.7,54,100,77,48,16,8.1,0,30.1,30,29.9,0,6,502
16-10-2017,12.908,16,77,67.7,57,51,48.1,45,74,51,32,21,11.6,0,30.2,30.1,30.1,0,0,503
17-10-2017,12.349,17,79,63.4,53,52,47.2,43,81,59,30,10,5,0,30.2,30.1,30,0,1,504
18-10-2017,12.642,18,83,66.9,52,65,56.4,50,100,72.3,42,10,3.8,0,30.1,30,30,0,2,505
19-10-2017,17.078,19,84,72,61,66,62.8,60,100,75.2,47,12,6.3,0,30,30,29.9,0,3,506
20-10-2017,18.137,20,79,73.7,69,73,70.3,62,100,89.3,76,20,10.9,3,30,29.9,29.8,0.01,4,507
21-10-2017,23.593,21,85,76,69,76,72.9,69,100,91.1,72,17,7,0,29.9,29.8,29.8,0.01,5,508
22-10-2017,19.901,22,75,67.8,62,75,64.4,54,100,89.6,61,36,9.9,0,30,29.9,29.8,0.04,6,509
23-10-2017,11.697,23,80,64.4,52,54,49.3,40,97,63.8,27,7,1.9,0,30,30,29.9,0.97,0,510
24-10-2017,12.008,24,77,65.8,57,54,39.8,28,89,45.5,18,21,10.3,0,30.2,30.1,30,0,1,511
25-10-2017,10.419,25,76,60.6,46,46,38.1,31,77,48.5,20,13,4.5,0,30.2,30.1,29.9,0,2,512
26-10-2017,7.846550505,26,82,67.3,50,58,51.5,42,93,60,36,14,7,0,29.9,29.8,29.7,0,3,513
27-10-2017,7.764,27,68,63,51,62,49.7,31,90,64.3,43,23,11.2,0,30,29.8,29.7,0,4,514
28-10-2017,7.767,28,62,51.8,43,32,29,25,65,43.7,25,17,11.1,0,30.1,30,30,0,5,515
29-10-2017,8.517,29,70,54,36,38,30.4,19,89,48,17,7,3.4,0,30,29.9,29.9,0,6,516
30-10-2017,8.081,30,79,62.1,44,60,50.5,36,97,68.7,42,13,4.8,0,29.9,29.9,29.8,0,0,517
31-10-2017,8.14,31,81,68.7,60,68,64.7,60,100,88.4,60,18,7.2,0,30,29.9,29.8,0,1,518
01-11-2017,11.776,1,81,72.9,67,73,69.6,66,100,90.1,69,14,6.2,0,29.8,29.8,29.7,0.7,2,519
02-11-2017,15.279,2,88,78.5,73,75,73,71,97,84.5,59,12,6.9,3,29.9,29.9,29.8,0,5,520
03-11-2017,19.869,3,87,79.3,75,75,73.4,70,97,83.1,57,9,6,3,30,29.9,29.9,0,5,521
04-11-2017,22.634,4,86,75.7,68,76,71.4,68,100,88.2,55,9,4.2,0,29.9,29.9,29.8,0,1,522
05-11-2017,26.353,5,87,78.1,74,74,72.1,68,97,83.6,53,13,7.8,3,29.9,29.9,29.8,0,3,523
06-11-2017,19.809,6,88,79.2,74,74,71,67,97,77.7,51,12,7.2,0,29.9,29.9,29.8,0,6,524
07-11-2017,17.899,7,87,77.1,65,75,69.2,58,100,78.3,53,15,6.4,0,30,29.9,29.9,0,1,525
08-11-2017,10.656,8,64,58.8,55,58,53.7,50,97,83.6,70,18,11.1,7,30.1,30,30,0,4,526
09-11-2017,10.137,9,66,56.9,52,54,51.3,50,97,82.6,59,16,10,3,30.1,30.1,30,0.06,0,527
10-11-2017,13.636,10,69,59.6,48,52,48.4,45,97,69.3,42,12,6.8,0,30.2,30.1,30.1,0,2,528
11-11-2017,21.588,11,75,65.1,56,60,54.9,49,84,70,57,14,8.5,5,30.1,30,30,0,5,529
12-11-2017,23.693,12,80,68.2,59,63,58.4,53,97,72.3,48,10,4.8,0,30.1,30.1,30,0,0,530
13-11-2017,13.663,13,77,67.9,60,63,60.3,57,100,78.8,50,10,5.2,0,30.2,30.1,30.1,0,0,531
14-11-2017,12.211,14,78,67.1,59,62,59.5,58,97,78.6,52,13,6.8,0,30.1,30,29.9,0,1,532
15-11-2017,13.608,15,80,68.5,57,68,63.2,57,100,84.8,56,10,5.2,0,30,29.9,29.9,0,2,533
16-11-2017,16.207,16,80,72.1,68,70,68.1,65,100,88.1,64,15,7.1,0,30,30,29.9,0,3,534
17-11-2017,14.732,17,85,76.1,69,71,67.9,63,100,77.7,48,13,8.3,0,29.9,29.9,29.8,0,4,535
18-11-2017,11.767,18,84,73.5,57,70,61.2,41,93,67.8,36,23,13.3,5,30.1,29.8,29.7,0,5,536
19-11-2017,9.817,19,66,55.3,47,40,35.5,30,77,50.3,27,20,9.3,0,30.2,30.1,30.1,0,6,537
20-11-2017,10.073,20,67,54.3,43,49,42.9,35,89,67.9,38,14,6.4,0,30.1,30,29.9,0,0,538
21-11-2017,10.521,21,76,64,50,64,58.1,47,93,82,62,15,7.3,0,29.9,29.8,29.7,0,1,539
22-11-2017,8.944,22,69,59.8,50,56,49,37,90,69.4,47,17,11.4,6,30.1,30.1,30,0,2,540
23-11-2017,5.842,23,66,51.5,39,41,36.9,34,89,60.9,30,8,2.7,0,30.1,30,30,0,3,541
24-11-2017,5.5,24,72,56.4,39,47,41.5,34,93,63.5,26,9,4,0,29.9,29.9,29.8,0,4,542
25-11-2017,7.622,25,79,63.7,48,61,55.8,46,100,78.3,45,10,3.9,0,30,29.9,29.8,0,5,543
26-11-2017,11.621,26,76,62.9,55,58,51,45,100,69,38,8,4.2,0,30.2,30.1,30,0,6,544
27-11-2017,8.21,27,74,59,47,53,45.4,40,93,64.2,33,10,4.7,0,30.1,30,29.9,0,0,545
28-11-2017,8.166,28,76,62.7,46,64,58.1,46,100,86.6,60,15,6.1,0,30,30,29.9,0,1,546
29-11-2017,7.938,29,73,63.6,56,63,61.2,53,100,92.7,71,8,2.5,0,30.1,30.1,30,0,2,547
30-11-2017,7.817,30,77,62.3,51,49,45.3,40,86,57.9,26,12,5,0,30.1,30.1,30,0,3,548
01-12-2017,9.14,1,75,59.7,47,53,49.8,45,97,72.6,41,6,2.2,0,30.1,30,30,0,3,549
02-12-2017,8.949,2,78,60,48,62,54.5,48,100,85.1,43,9,2.4,0,30.1,30,30,0,6,550
03-12-2017,9.697,3,69,63,55,68,62.4,55,100,97.8,87,15,6.5,0,30,30,29.9,0,6,551
04-12-2017,9.471,4,81,72.7,67,72,69.6,66,100,90.3,67,15,8.8,3,29.9,29.8,29.8,0.55,2,552
05-12-2017,10.17,5,75,62.6,54,73,57.2,39,100,83.7,55,25,12.2,0,30.1,30,29.9,0.29,4,553
06-12-2017,10.305,6,53,44.9,42,43,40.7,38,93,85.6,64,15,11.5,6,30.3,30.2,30.1,0.09,0,554
07-12-2017,14.476,7,46,42.2,34,43,38.1,32,93,85.2,73,20,11.2,6,30.2,30.2,30.1,0.36,2,555
08-12-2017,13.934,8,43,34.6,30,32,29.1,23,96,82.5,45,14,6.5,0,30.2,30.1,30,0.51,5,556
09-12-2017,11.332,9,61,43.7,31,40,34.3,30,96,74.9,34,13,3,0,30.3,30.1,30.1,0,1,557
10-12-2017,11.305,10,64,49.3,35,40,34.6,30,97,62.1,29,7,2.9,0,30.3,30.3,30.2,0,3,558
11-12-2017,9.881,11,75,57.3,42,43,35.5,25,82,50.2,16,10,5.3,3,30.2,30.1,30,0,6,559
12-12-2017,10.487,12,64,53.8,41,42,32.3,27,77,46.3,25,18,8.1,0,30.2,30.1,30.1,0,1,560
13-12-2017,10.748,13,58,46.9,33,39,33.6,29,96,64.1,34,9,2.7,0,30.1,30,29.8,0,2,561
14-12-2017,10.555,14,64,53.7,43,47,42.9,38,93,68.8,38,14,3.5,0,30,29.9,29.8,0,3,562
15-12-2017,11.328,15,56,49.9,42,39,35.5,33,89,59,42,15,7.8,0,30.2,30.1,30,0,4,563
16-12-2017,9.84,16,59,51.1,39,53,41.5,33,100,72.9,39,28,9.4,0,30.1,30,29.8,0,5,564
17-12-2017,12.652,17,62,52.7,48,54,50.6,47,100,93,75,9,3.2,0,30,30,29.9,0.82,6,565
18-12-2017,8.404,18,67,63.2,56,67,60.8,54,100,92.2,76,18,6.4,0,30.1,30,30,0,0,566
19-12-2017,9.175,19,79,72.7,66,72,69.5,66,100,90.5,72,16,10.3,0,30,29.9,29.8,0.05,1,567
20-12-2017,5.865,20,77,67.3,56,70,56.6,46,97,72.5,33,12,5.2,0,29.9,29.9,29.8,0.75,2,568
21-12-2017,4.794,21,79,67.3,49,71,62.3,49,100,84.8,68,14,6.8,0,29.9,29.8,29.8,0,3,569
22-12-2017,4.841,22,81,69.1,45,71,64,42,100,84.8,64,21,12.7,6,30,29.8,29.8,0,4,570
23-12-2017,4.61,23,54,46.9,41,41,37.2,33,93,70.5,51,15,8.1,0,30.2,30.1,30,0.07,5,571
24-12-2017,5.979,24,68,49.8,38,45,40.3,37,100,73.3,37,22,8,0,30.3,30.1,30,0,6,572
25-12-2017,6.197,25,54,46,36,40,35.9,31,93,69.7,48,13,8.9,3,30.3,30.2,30.1,0,0,573
26-12-2017,7.618,26,50,48.9,48,48,42.9,37,97,81,61,13,10.6,7,30.2,30.1,30.1,0,1,574
27-12-2017,15.512,27,47,42.3,41,45,40,36,97,91.5,79,20,12.5,7,30.3,30.3,30.2,0.2,2,575
28-12-2017,14.478,28,44,41.2,38,38,36.5,34,93,83.6,73,12,8.2,6,30.3,30.3,30.2,0.02,3,576
29-12-2017,11.676,29,54,48.9,42,44,37.6,33,74,65.5,54,9,6.9,3,30.3,30.2,30.1,0,4,577
30-12-2017,11.03,30,58,53.5,51,53,50,45,97,88.1,77,12,7.8,5,30.1,30,30,0,5,578
31-12-2017,9.42,31,51,47,39,49,42,29,100,83.8,63,21,13.6,6,30.4,30.2,30,0.01,6,579
01-01-2018,16.583,1,41,34.6,30,29,16.2,11,72,48.6,29,21,14.8,7,30.6,30.5,30.4,0,0,580
02-01-2018,14.091,2,34,31.2,28,21,13.9,10,74,49.6,42,14,9.9,5,30.5,30.4,30.3,0,3,581
03-01-2018,13.412,3,47,33.9,25,24,15.8,10,75,50.3,27,13,6,0,30.4,30.3,30.2,0,3,582
04-01-2018,10.94,4,54,40.4,26,28,23.4,19,88,55,25,8,3.1,0,30.3,30.2,30.2,0,6,583
05-01-2018,12.39,5,56,45.9,37,36,32.4,27,89,60.6,40,9,5.3,0,30.3,30.3,30.2,0,1,584
06-01-2018,11.151,6,65,49,34,48,40.5,33,97,75,48,13,7,0,30.3,30.2,30.1,0,4,585
07-01-2018,12.01,7,68,58.8,46,63,56.2,43,100,91.5,73,15,8.3,0,30.1,29.9,29.8,0,6,586
08-01-2018,8.679,8,66,59.4,47,62,50.5,42,100,74.9,42,16,10.3,0,30,29.9,29.8,0.33,2,587
09-01-2018,10.048,9,54,49.9,44,51,47.1,43,97,90.2,83,13,6.7,0,30.1,30,29.9,0,5,588
10-01-2018,9.29,10,63,57.4,52,59,54.7,51,100,91,78,17,8.1,0,29.9,29.8,29.7,0,0,589
11-01-2018,9.187,11,69,59.3,41,65,55.4,26,100,87.5,55,25,11.1,0,29.9,29.7,29.6,0.01,3,590
12-01-2018,11.806,12,48,39.4,32,24,21.4,18,57,49.2,36,22,14.5,6,30.3,30.1,30,0.96,5,591
13-01-2018,11.542,13,53,40,31,28,23.2,21,82,53.2,31,12,6.5,0,30.5,30.4,30.3,0,5,592
14-01-2018,17.199,14,54,40.1,28,36,28,23,97,65.5,35,12,6.2,0,30.5,30.4,30.3,0,6,593
15-01-2018,10.365,15,66,51,34,49,42.8,33,100,75.9,48,16,7.6,0,30.3,30.2,30.1,0,0,594
16-01-2018,17.321,16,54,30.3,25,51,26.2,14,97,84.7,63,28,17.7,10,30.6,30.5,30.2,0.17,1,595
17-01-2018,20.755,17,38,27.6,19,18,13.2,10,75,56.2,37,17,8.7,3,30.6,30.6,30.5,0.18,2,596
18-01-2018,14.004,18,38,31.7,22,23,17.8,13,82,58.5,40,7,4.7,0,30.5,30.4,30.3,0,3,597
19-01-2018,12.524,19,56,48.2,36,52,42.2,23,100,80.7,57,16,9.2,0,30.3,30.1,30,0,4,598
20-01-2018,10.261,20,72,61.4,52,67,60.3,52,100,96,81,13,7.2,0,30,29.9,29.9,0.07,5,599
21-01-2018,10.292,21,74,68.5,66,68,65.4,64,100,89.9,71,24,12.2,6,29.9,29.8,29.8,0.02,6,600
22-01-2018,8.492,22,69,61,43,68,41.6,25,96,54.3,22,20,9.6,0,30,29.9,29.8,0.6,0,601
23-01-2018,8.49,23,65,50.9,39,35,28.2,19,86,47.3,18,14,5.6,0,30.2,30.1,30,0,1,602
24-01-2018,10.734,24,66,49.7,39,33,27.5,23,73,46.4,20,14,3.9,0,30.4,30.3,30.2,0,2,603
25-01-2018,13.175,25,61,47.3,33,42,34.1,27,96,65.3,27,16,5.9,0,30.4,30.3,30.2,0,3,604
26-01-2018,9.279,26,70,58,45,59,53.3,42,100,85,68,18,9,3,30.2,30.1,30.1,0,4,605
27-01-2018,9.914,27,66,62.1,59,65,61.9,59,100,99.2,96,9,5.7,0,30.1,30,30,0.23,5,606
28-01-2018,10.051,28,68,61.8,53,63,56.3,43,100,83.8,55,13,8,0,30.2,30.1,30.1,0.49,6,607
29-01-2018,11.148,29,67,54.3,44,41,33.1,29,73,48.1,25,18,10,3,30.4,30.3,30.2,0,0,608
30-01-2018,11.864,30,61,48.8,39,37,31.2,27,73,53.2,28,12,6.5,3,30.4,30.3,30.2,0,1,609
31-01-2018,10.778,31,71,56,37,56,46.3,34,100,72.9,45,14,7.5,0,30.2,30,29.9,0,2,610
01-02-2018,9.163,1,79,66,54,62,56,45,100,72.5,48,12,5.9,0,30.1,29.9,29.9,0,1,611
02-02-2018,8.86,2,61,54.3,48,51,33.6,26,75,47,31,25,14.3,6,30.3,30.2,30.1,0,4,612
03-02-2018,11.677,3,55,50.5,45,55,44.4,28,100,81.8,46,13,7.6,3,30.2,30,29.8,0,4,613
04-02-2018,9.061,4,66,61.2,56,63,59.4,55,100,94.1,84,17,6.7,0,30,29.9,29.8,0.04,0,614
05-02-2018,8.924,5,60,56.2,50,57,51.9,47,100,85.7,70,12,8.1,3,30.1,30,29.9,0,2,615
06-02-2018,9.52,6,75,66.7,57,70,65.1,56,100,94.7,82,16,8.6,0,30,29.9,29.9,0.02,5,616
07-02-2018,9.392,7,56,45.2,43,55,43.5,40,100,93.9,89,18,13.5,8,30.3,30.1,29.9,0.18,0,617
08-02-2018,11.856,8,57,48.7,38,49,41.5,35,93,76.9,59,16,6,0,30.3,30.2,30.1,0.19,3,618
09-02-2018,9.088,9,71,62.4,54,66,57.3,47,100,83.6,72,15,5.8,0,30.1,30,29.9,0,6,619
10-02-2018,9.798,10,71,64.2,48,68,63.2,48,100,96.7,84,12,4.9,0,29.9,29.8,29.7,0.98,1,620
11-02-2018,16.819,11,47,40.9,38,47,36.2,30,100,83.7,70,18,14.3,8,30.1,30,29.8,0.69,4,621
12-02-2018,13.149,12,46,41.1,36,41,36.5,31,93,83.8,73,14,10.3,8,30.3,30.2,30.1,0,6,622
13-02-2018,11.632,13,52,47.4,44,51,45.6,40,100,93.5,85,10,6.2,0,30.3,30.3,30.2,0,1,623
14-02-2018,9.918,14,79,67.3,52,69,63.9,52,100,89.7,66,12,6.8,0,30.2,30.1,30,0.6,2,624
15-02-2018,7.994,15,80,72.9,69,68,65.9,62,93,79.7,56,15,8.9,3,30.1,30,29.9,0.01,3,625
16-02-2018,16.589,16,79,71.1,65,67,65.1,60,97,82.1,64,14,6.1,0,30,30,29.9,0,4,626
17-02-2018,12.674,17,76,65.8,59,67,60.5,53,97,83.2,69,16,5.9,0,30,30,29.9,0,5,627
18-02-2018,14.337,18,77,67.3,59,67,62.5,55,93,84.7,69,18,11.1,6,30,30,29.9,0,6,628
19-02-2018,11.799,19,80,73.3,70,69,66.3,64,91,79.4,58,22,14.9,10,29.9,29.9,29.8,0,0,629
20-02-2018,11.896,20,79,74.5,71,70,68.8,67,87,82.2,72,20,14.6,8,30,29.9,29.8,0,1,630
21-02-2018,8.785,21,75,62.9,51,73,61.6,50,100,95.6,87,15,9.2,0,30.1,30,29.9,0.13,2,631
22-02-2018,10.445,22,70,60,51,68,58.8,50,100,95.8,90,9,5.2,0,30.1,30.1,30,1.61,3,632
23-02-2018,8.162,23,79,68.5,57,70,64.9,57,100,89.5,64,20,8.9,0,30.1,30,29.9,0.1,4,633
24-02-2018,9.576,24,80,74.9,73,71,68.9,64,93,82.2,58,20,9.5,0,29.9,29.8,29.7,0.01,5,634
25-02-2018,12.158,25,73,60.1,55,71,58.1,51,100,93.3,84,20,8.9,0,29.9,29.9,29.8,0.17,6,635
26-02-2018,8.146,26,70,59.9,54,58,55.5,53,100,86.8,61,14,8.3,5,30.1,30,29.9,1,0,636
27-02-2018,8.796,27,81,68.1,60,70,64.2,58,97,87.9,62,22,11.8,6,30,29.9,29.9,0,1,637
28-02-2018,15.771,28,83,75.8,73,70,68.1,63,90,78.1,56,21,11,5,29.9,29.8,29.6,0,2,638
01-03-2018,17.01,1,79,70.7,61,69,59.6,52,90,70,40,29,12.2,5,30.1,29.9,29.6,0,2,639
02-03-2018,8.175,2,72,63,56,56,54.1,52,93,74,51,14,7.2,0,30.2,30.1,30.1,0.01,5,640
03-03-2018,12.617,3,76,64,51,61,53.5,47,93,70.8,48,18,9.8,0,30.1,30.1,30,0,5,641
04-03-2018,12.855,4,76,70.2,65,67,65.2,62,97,84.3,71,21,13.3,6,30,29.9,29.8,0,1,642
05-03-2018,14.073,5,80,73.7,68,70,64.1,44,91,73.4,42,18,8.4,5,29.9,29.8,29.7,0.02,3,643
06-03-2018,8.335,6,73,63.7,55,43,31.6,21,59,33.1,16,17,9.4,3,30.1,29.9,29.9,0,6,644
07-03-2018,7.658,7,66,56.6,49,35,28.3,23,53,34.7,25,16,8.9,3,30.2,30.1,30.1,0,1,645
08-03-2018,8.153,8,66,56,48,43,35.5,31,71,48.2,28,14,7.4,3,30.2,30.1,30,0,4,646
09-03-2018,8.344,9,72,61.4,45,60,51,42,93,70.7,46,20,8.5,0,30,29.9,29.8,0,0,647
10-03-2018,18.5,10,82,72.7,66,70,67,62,97,83,58,17,7.2,0,29.8,29.7,29.6,0,2,648
11-03-2018,16.8769,11,79,71.6,61,70,61.6,37,93,72.3,40,26,12.5,0,30,29.8,29.6,0,5,649
12-03-2018,13.114,12,66,56.9,48,41,38.1,35,66,50.4,36,20,9.5,0,30.2,30.1,30,0.01,0,650
13-03-2018,8.905,13,71,57,44,44,39.1,32,89,56.3,27,10,3.4,0,30.2,30.1,30.1,0,1,651
14-03-2018,8.607,14,71,58,44,48,40,35,82,54.9,28,12,4.4,0,30.2,30.1,30.1,0,2,652
15-03-2018,9.406,15,74,62.9,47,62,53.1,46,100,72.9,44,18,9,0,30.1,29.9,29.8,0,3,653
16-03-2018,14.136,16,84,74.5,67,68,66.4,63,90,77.1,53,13,8.6,5,29.8,29.8,29.7,0,4,654
17-03-2018,20.42,17,82,74.1,70,70,68.1,64,93,82.2,58,16,7.6,3,29.9,29.8,29.7,0,5,655
18-03-2018,17.431,18,84,74.3,68,70,68.3,67,100,82.7,61,15,4.4,0,29.8,29.7,29.6,0,6,656
19-03-2018,16.754,19,85,74.5,67,70,53.5,32,96,59.5,15,17,9.1,5,29.7,29.6,29.5,0,0,657
20-03-2018,13.514,20,72,62.3,53,43,40.1,38,64,45.4,30,16,10.8,5,29.9,29.9,29.7,0,1,658
21-03-2018,8.727,21,76,61.8,46,48,39.9,28,83,50,19,10,4.3,0,30.1,30,30,0,2,659
22-03-2018,11.184,22,75,63.3,50,55,50.3,46,93,65.7,38,20,9.6,0,30.2,30.1,30.1,0,3,660
23-03-2018,9.439,23,80,69.5,55,64,58.8,54,97,70.9,45,22,10.8,0,30.1,30,29.9,0,4,661
24-03-2018,14.149,24,82,74.1,70,67,65.6,64,87,75.2,58,15,10,7,29.9,29.8,29.8,0,5,662
25-03-2018,15.903,25,84,72.5,65,69,66.5,63,100,82.8,55,22,8.6,0,29.9,29.8,29.8,0,6,663
26-03-2018,18.38,26,83,74.6,69,69,67.5,63,97,79.7,53,25,15.6,6,29.9,29.8,29.8,0,0,664
27-03-2018,19.446,27,82,74.3,73,71,68.9,66,93,83.5,58,21,13.7,9,29.9,29.9,29.8,0,1,665
28-03-2018,11.701,28,77,69.8,65,73,67.2,64,100,91.7,76,24,10.2,0,29.8,29.7,29.6,0.04,2,666
29-03-2018,9.115,29,80,67.8,60,66,62.1,58,100,84.2,47,18,7.5,0,29.9,29.7,29.6,2.89,3,667
30-03-2018,6.02,30,77,67,58,63,51.8,47,87,60.5,37,15,9.2,0,30.1,30.1,30,0,4,668
31-03-2018,7.035,31,79,67.3,55,61,57.1,52,100,72.8,47,18,7,0,30.1,30,29.9,0,5,669
01-04-2018,16.951,1,81,70.3,61,67,62.3,60,100,78,52,15,7.2,0,29.9,29.9,29.8,0,3,670
02-04-2018,19.771,2,84,74.8,69,69,67.5,65,96,79.5,53,21,9.1,3,29.8,29.8,29.7,0,6,671
03-04-2018,12.83,3,85,76.8,69,70,67.5,62,87,73.7,55,20,11.2,3,29.9,29.7,29.6,0,6,672
